,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
114139,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,N,A,A,A,F,F,G,E,B,AB,AI,I,AK,X,A,J,GC,0.596331,0.15999,0.484196,0.83324,0.831634,0.398862,0.324264,0.53642,0.427,0.52221,0.453334,0.443374,0.287682,0.472346,2063.14
114163,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,C,A,C,B,D,B,A,A,B,A,A,C,D,C,E,C,D,T,I,A,A,A,F,E,F,J,E,BI,AC,C,E,H,R,O,GS,0.397499,0.488789,0.65431,0.284048,0.302678,0.753304,0.865724,0.53046,0.479,0.56081,0.550529,0.538473,0.648701,0.806799,14415.8
114675,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,C,E,A,A,D,I,A,A,B,G,G,F,F,D,BI,CL,A,E,AT,C,J,HN,0.415686,0.785784,0.692825,0.473202,0.551723,0.475382,0.910011,0.46477,0.43111,0.37493,0.705501,0.692256,0.258586,0.811368,1454.84
114939,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,D,D,B,B,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,A,A,A,G,F,G,J,K,BI,EB,A,C,Y,C,M,HK,0.425579,0.620805,0.673861,0.809278,0.517162,0.608558,0.493861,0.92002,0.4832,0.67065,0.695685,0.682413,0.633362,0.771688,2103.18
115921,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,D,D,A,A,C,B,D,B,A,A,A,A,A,C,D,C,E,A,D,T,B,A,A,A,G,F,E,I,K,BI,CL,E,U,AD,A,N,HQ,0.644094,0.785784,0.745801,0.761209,0.491114,0.808048,0.694312,0.94145,0.64103,0.80218,0.74582,0.753252,0.717751,0.296413,942.66
115987,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,B,C,B,B,C,A,A,A,A,A,D,D,D,E,E,A,P,H,I,A,A,D,E,K,H,B,BI,CO,A,AS,X,A,M,CR,0.284869,0.737068,0.54977,0.886774,0.422268,0.219274,0.295981,0.64027,0.31763,0.25604,0.223038,0.241676,0.360468,0.714599,8679.41
116235,A,B,A,B,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,A,D,D,C,E,C,A,D,I,J,A,A,C,H,H,F,H,BI,EB,C,AH,AS,A,I,AC,0.276672,0.358319,0.944251,0.442784,0.281143,0.317225,0.485598,0.49462,0.38448,0.34424,0.644013,0.630853,0.206416,0.254975,536.1
116385,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,K,A,A,A,H,F,G,K,K,BI,CS,A,L,BM,C,O,IE,0.485918,0.737068,0.440642,0.309621,0.919163,0.667402,0.590091,0.48864,0.45391,0.67065,0.672085,0.665644,0.733672,0.831195,1052.6
116586,A,B,A,B,B,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,C,A,D,D,D,E,C,A,P,K,G,A,B,E,F,G,G,D,BI,EG,G,K,AN,J,J,GI,0.348719,0.488789,0.777587,0.18295,0.281143,0.421908,0.631706,0.34987,0.40657,0.40666,0.468839,0.458493,0.287682,0.360772,11502.49
116698,A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,A,B,C,B,D,B,D,A,A,A,A,C,B,C,E,A,C,T,G,D,A,C,J,G,G,I,G,BI,EG,A,AV,L,A,N,LF,0.671496,0.299102,0.280933,0.713852,0.281143,0.626335,0.326235,0.75525,0.64296,0.7877,0.711942,0.714544,0.751507,0.314651,2951.66
116873,A,B,A,A,A,A,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,B,A,B,B,B,A,A,A,G,H,D,B,E,E,E,A,S,L,I,A,A,E,E,I,K,I,AB,BC,A,AW,N,A,O,DJ,0.217552,0.245921,0.397983,0.52423,0.281143,0.336105,0.311742,0.34987,0.32496,0.22755,0.275431,0.270746,0.503333,0.836479,2012.8
117268,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,A,C,B,D,B,A,A,A,B,H,D,D,C,G,C,D,T,F,A,A,B,G,F,G,K,K,BI,CS,C,AF,BM,A,P,IT,0.424162,0.555782,0.762059,0.574758,0.805895,0.654224,0.692213,0.75525,0.39447,0.46119,0.705501,0.692256,0.684242,0.221439,1345.57
117269,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,D,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,I,D,A,A,G,G,F,J,E,BI,BT,A,AH,AO,A,N,HV,0.439813,0.785784,0.777587,0.345595,0.281143,0.729878,0.822878,0.35533,0.4832,0.68039,0.81013,0.798279,0.6426,0.231719,1642.55
117864,A,B,A,B,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,H,J,A,A,E,F,G,D,B,AB,BP,C,N,Q,A,I,GK,0.677861,0.245921,0.634224,0.74604,0.413817,0.432844,0.38632,0.49462,0.521,0.61459,0.453334,0.443374,0.282249,0.599758,1389.5
118240,B,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,B,H,D,D,D,E,E,A,P,F,D,A,A,D,E,J,G,B,BI,EG,A,AH,AE,A,K,CK,0.305371,0.555782,0.711159,0.412789,0.302678,0.220282,0.313757,0.27797,0.38249,0.31003,0.24541,0.241676,0.298734,0.230549,602.16
118729,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,I,A,A,A,E,E,I,K,K,BI,CS,A,J,AE,J,O,DJ,0.338258,0.785784,0.65431,0.373816,0.310061,0.407919,0.407105,0.32843,0.32128,0.44467,0.377724,0.369858,0.605077,0.382686,546.91
119108,A,B,B,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,D,B,D,B,B,C,B,D,D,A,A,B,B,H,D,D,C,E,C,D,T,F,D,A,A,G,E,G,K,K,BI,CO,A,AP,AE,A,N,HK,0.458463,0.488789,0.54977,0.327354,0.718531,0.707294,0.560436,0.35533,0.38249,0.74817,0.622276,0.609277,0.731059,0.296528,10422.2
119371,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,K,A,A,B,E,E,H,F,B,BI,EG,A,AH,AE,J,K,DJ,0.54667,0.620805,0.634224,0.373816,0.302678,0.364464,0.39101,0.26847,0.46226,0.50556,0.366788,0.359249,0.345247,0.236762,3904.56
119817,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,B,A,D,B,D,D,D,B,D,A,B,D,B,D,A,A,G,H,D,B,C,B,G,C,T,F,F,A,A,O,D,E,H,G,BI,EL,A,AS,Y,A,R,KB,0.960283,0.245921,0.041833,0.54456,0.397069,0.938223,0.593072,0.58934,0.97621,0.8351,0.511698,0.576121,0.915805,0.689087,2238.71
119820,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,C,B,B,C,B,B,B,A,A,A,A,A,D,B,B,E,C,A,M,G,C,A,A,G,F,F,E,B,BI,BT,A,U,AW,A,J,HK,0.54667,0.299102,0.317666,0.345595,0.38056,0.423055,0.506865,0.37194,0.39849,0.37493,0.472726,0.462286,0.231475,0.301715,571.48
119898,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,D,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,A,A,E,G,E,F,H,K,BI,W,A,AF,N,A,L,HK,0.61434,0.422197,0.57136,0.54456,0.413817,0.732651,0.621893,0.35533,0.58937,0.81591,0.644013,0.630853,0.617748,0.213738,3123.64
120425,A,B,B,B,B,A,A,A,B,B,B,B,B,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,B,C,B,D,D,A,A,B,A,A,D,D,C,E,C,D,T,G,Q,A,B,G,E,F,J,K,BI,AI,C,AN,AJ,A,O,HV,0.438385,0.422197,0.280933,0.364302,0.348388,0.704364,0.562866,0.34987,0.44767,0.53881,0.4922,0.481306,0.654753,0.26569,9578.89
120486,B,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,C,C,A,B,D,B,D,A,A,G,H,D,B,C,E,A,C,T,F,C,A,A,K,G,H,J,G,BI,EG,A,M,L,A,O,LM,0.672774,0.15999,0.230975,0.705434,0.281143,0.655021,0.373763,0.76398,0.64296,0.7877,0.757468,0.74464,0.810511,0.762946,1864.45
120636,A,B,A,B,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,C,A,D,D,C,E,C,D,T,M,D,A,A,G,E,G,K,K,BI,EB,C,E,AE,E,N,HK,0.458463,0.299102,0.527991,0.327354,0.302678,0.698205,0.526532,0.35533,0.38249,0.73971,0.6075,0.594646,0.736269,0.801142,4785.08
120857,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,B,D,D,A,D,B,B,D,A,A,B,B,A,D,B,D,E,C,A,P,I,A,A,A,E,E,G,F,B,AB,CL,E,AF,BC,E,K,DJ,0.474338,0.488789,0.634224,0.844287,0.491114,0.417611,0.347261,0.58354,0.5063,0.39068,0.331363,0.359249,0.312885,0.211583,4780.82
121552,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,C,A,D,D,C,E,C,D,T,M,A,A,A,H,E,G,K,K,BI,EB,A,J,Y,F,Q,GE,0.536592,0.488789,0.215772,0.50382,0.534484,0.745129,0.576296,0.56011,0.53565,0.56081,0.480509,0.481306,0.789182,0.381905,1545.55
121571,B,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,I,F,A,A,F,G,G,G,D,BI,EG,A,AI,H,A,J,GS,0.324129,0.488789,0.592681,0.284048,0.281143,0.379574,0.643564,0.30768,0.43111,0.43919,0.511698,0.500382,0.282249,0.34287,2724.7
122438,A,B,A,A,B,A,A,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,D,B,D,B,B,A,B,C,B,D,C,A,A,A,B,H,C,D,C,E,C,D,T,F,I,A,E,G,F,F,J,K,BI,CQ,A,AK,AJ,A,N,HQ,0.484469,0.785784,0.762059,0.452887,0.348388,0.755048,0.659806,0.34987,0.55855,0.69471,0.771508,0.758883,0.666708,0.472548,8927.33
122871,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,C,D,D,E,E,A,P,L,C,A,A,D,E,J,H,B,BI,EG,A,J,BM,A,L,CK,0.330514,0.737068,0.61366,0.473202,0.908217,0.240069,0.283691,0.24564,0.30859,0.32446,0.223038,0.220003,0.333292,0.382793,2680.43
123184,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,B,B,B,A,B,B,B,A,A,A,G,H,D,C,E,E,E,A,S,B,A,A,C,D,E,I,J,I,AB,EG,A,C,L,A,N,DC,0.299256,0.555782,0.506105,0.844287,0.388783,0.344288,0.314714,0.95332,0.32865,0.3148,0.272329,0.267742,0.48667,0.771694,1410.24
123271,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,D,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,L,D,A,A,G,F,G,K,K,BI,EB,A,AV,AE,A,N,HK,0.458463,0.422197,0.61366,0.327354,0.725503,0.697709,0.538939,0.35533,0.38249,0.73971,0.661688,0.648446,0.736269,0.311602,2181.08
123640,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,D,B,A,A,A,B,H,D,D,C,E,E,D,T,F,A,A,C,E,E,I,J,K,BI,DX,A,AS,BM,A,O,DJ,0.362003,0.620805,0.527991,0.534409,0.874863,0.383737,0.390775,0.58934,0.35127,0.43919,0.327915,0.32157,0.611431,0.715616,1716.51
123650,A,B,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,L,J,A,A,F,G,H,F,B,CC,EB,A,AS,AS,A,K,GS,0.441242,0.299102,0.61366,0.309621,0.372405,0.314937,0.35649,0.48864,0.36285,0.36458,0.531161,0.519456,0.30435,0.718223,4663.95
125013,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,C,C,A,B,B,B,A,A,A,A,A,C,D,D,E,E,A,P,G,A,A,C,D,E,J,H,B,BI,EG,A,AF,BM,C,L,CK,0.330514,0.681761,0.61366,0.473202,0.911073,0.240069,0.279895,0.24564,0.30859,0.32446,0.223038,0.220003,0.333292,0.211507,1367.12
125209,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,H,A,A,A,E,E,H,F,B,BI,CO,C,J,AS,A,K,DP,0.540916,0.737068,0.506105,0.412789,0.491114,0.372125,0.374109,0.48864,0.45391,0.48889,0.341813,0.335036,0.339244,0.38448,1824.12
125282,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,B,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,N,A,A,D,C,E,K,H,B,K,EB,A,AH,AE,C,L,CI,0.280167,0.299102,0.506105,0.354893,0.302678,0.186254,0.313014,0.27797,0.32128,0.24355,0.180456,0.178698,0.30435,0.24045,1924.32
125593,B,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,B,D,B,B,C,B,D,D,D,B,A,A,A,D,D,C,E,A,C,T,I,A,A,A,K,H,F,H,G,BI,CO,E,AS,S,A,P,MD,0.901249,0.785784,0.506105,0.83884,0.281143,0.796484,0.483503,0.82939,0.91644,0.81923,0.909611,0.935432,0.835712,0.709653,3276.8
125912,A,B,A,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,D,C,B,B,B,A,A,A,B,H,D,D,D,E,C,A,P,F,F,A,C,E,E,H,F,B,BI,CS,A,AH,BM,A,K,DP,0.475784,0.785784,0.592681,0.614134,0.78323,0.3735,0.381883,0.36083,0.44352,0.45017,0.338312,0.366307,0.339244,0.255555,1684.65
126119,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,N,A,A,A,G,F,G,K,K,BI,DX,E,U,BM,A,O,HK,0.464228,0.620805,0.692825,0.564742,0.882274,0.636189,0.577139,0.70342,0.45391,0.64056,0.711942,0.698722,0.701266,0.297415,1521.19
126264,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,C,B,A,D,A,B,A,A,A,B,H,E,C,A,E,E,A,E,F,A,B,A,G,I,F,G,H,BI,CL,A,U,AT,A,H,HN,0.164112,0.827585,0.832339,0.473202,0.551723,0.411047,0.947899,0.50658,0.20266,0.43919,0.802827,0.790803,0.173647,0.294422,4622.03
126324,A,B,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,B,C,A,P,I,D,A,A,D,D,H,G,B,BI,CL,C,E,BN,A,K,BP,0.338258,0.681761,0.54977,0.412789,0.643315,0.364464,0.329585,0.49462,0.29269,0.36458,0.24541,0.241676,0.324464,0.820561,4474.96
126364,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,A,D,D,A,A,C,B,B,B,A,A,A,A,A,C,B,E,E,D,A,S,J,A,A,A,C,D,N,N,I,BI,CM,A,J,BH,F,P,BY,0.112756,0.488789,0.592681,0.176921,0.281143,0.180269,0.251232,0.24123,0.2418,0.20496,0.154404,0.163548,0.556425,0.392887,838.64
